obj,cd_sym,cd_pred2gt,cd_gt2pred,icp_fit
1ae184691a39e3d3e0e8bce75d28b114,0.03601651349368949,0.0030593744567111707,0.06897365253066781,0.95886
1c1a3dc04b6f1f8fd8162cce87567b4,0.0022928410984168575,0.0009480289921905467,0.003637653204643168,0.94372
1d4b2404a00ef4bb627014ff98c41eb1,0.002773770331134397,0.00035113977280861364,0.00519640088946018,0.99886
1e17510abe8f98bea697d949e28d773c,0.024180335339467788,0.002581869626613026,0.04577880105232255,0.85096
21a1f2a7b7e671826405999d829064fa,0.0034199403392418445,0.0005721100709025667,0.006267770607581122,0.9761
24b9180ac3f89ba4715e04edb8af9c53,0.00040592359944129276,0.00024115039343085485,0.0005706968054517307,1.0
27645458fec3d7ed514e3d96995c555d,0.009563505205519619,0.010749819602691932,0.008377190808347305,0.46834
28bdade3806ef2f328044fe9244db50a,0.009658030509488784,0.00018750744122103316,0.019128553577756537,0.99466
2fcec17ab09a42782a9eb0f146e94477,0.002152834994695052,0.002787923344020658,0.0015177466453694464,0.80336
30f96aa701d4e088becf71e2e014ff6f,0.007527440383249566,0.0004046906607143786,0.014650190105784753,0.99136
3e37a76f38d057cd3f823401cb5b3c88,0.001901844142064324,0.002011542771929884,0.001792145512198764,0.86836
40313368870df2c0df59ad08996c77e8,0.013891625080996783,0.01383756267612192,0.013945687485871645,0.5168
48debbfd63725a743978555bf44cfc9a,0.00817257035032368,0.0005943216241802897,0.01575081907646707,0.99452
504e8dbdccd8beea7e488037e176d2f0,0.012179430336636607,0.016305722995999476,0.008053137677273739,0.4741
51eb6c713070607db9cc180a886c1254,0.011521349648796628,0.011580730913693089,0.011461968383900166,0.51472
6bb14c1083ed44f5ac34b841f2070767,0.006709165329762375,0.0009574044951138365,0.012460926164410913,0.98684
6ee1f28244a72fcadad3ef3f3ebed150,0.04512534529043056,0.0037479968775514733,0.08650269370330964,0.8209
75221b7668e145b549415f1fb7067088,0.005771952013712211,0.0018582601497130098,0.009685643877711413,0.88922
781b45d3eb625148248a78e10a40d8eb,0.007407679522714635,0.013444576155725274,0.0013707828897039957,0.53436
7d4c3d9795570647657231d17e42d06f,0.0011681741648273754,0.0006222112855206351,0.0017141370441341155,0.97876
83cbe72c4b5e9268ec89747d864c8515,0.006447075178309924,0.002809002642392569,0.010085147714227279,0.89576
96762f5d7f7e93343f9daeef6b843610,0.0038679364852294285,0.006033866268579502,0.0017020067018793548,0.7402
99efa2111f3be22d5fcb05674109534a,0.002073146803591502,0.00263972376777408,0.0015065698394089236,0.78414
9f703e578b4b36295b74572d48ff6382,0.004638399306714633,0.0003079757073937145,0.008968822906035552,0.99536
a5476137d0f2f930425b2c354eccabaf,0.012008529079954065,0.007094749730782135,0.016922308429125992,0.92006
