obj,cd_sym,cd_pred2gt,cd_gt2pred,icp_fit
1ae184691a39e3d3e0e8bce75d28b114,0.004143607737412139,0.002707986845722112,0.0055792286291021665,0.83770751953125
1c1a3dc04b6f1f8fd8162cce87567b4,0.0032694954629374573,0.0020979948268208476,0.004440996099054067,0.8460693359375
1d4b2404a00ef4bb627014ff98c41eb1,0.004832365627049948,0.0035463144297978224,0.006118416824302073,0.76458740234375
1e17510abe8f98bea697d949e28d773c,0.023723993879362953,0.005051692710378232,0.042396295048347674,0.674072265625
21a1f2a7b7e671826405999d829064fa,0.0039117141425659835,0.0029151281355997254,0.0049083001495322425,0.79931640625
24b9180ac3f89ba4715e04edb8af9c53,0.0008442380814055143,0.0005154479933099529,0.0011730281695010755,0.9873046875
27645458fec3d7ed514e3d96995c555d,0.007171633074767191,0.00438060494481414,0.009962661204720242,0.72430419921875
28bdade3806ef2f328044fe9244db50a,0.0026975819502382575,0.0024017964086703895,0.0029933674918061256,0.8502197265625
2fcec17ab09a42782a9eb0f146e94477,0.03296415170939798,0.007526087547699196,0.05840221587109677,0.598876953125
30f96aa701d4e088becf71e2e014ff6f,0.0032951083746701835,0.003051811782475169,0.003538404966865198,0.8109130859375
3e37a76f38d057cd3f823401cb5b3c88,0.0038147904380507773,0.0021782875757788756,0.0054512933003226785,0.817626953125
40313368870df2c0df59ad08996c77e8,0.04362539914946174,0.012399432624876899,0.07485136567404657,0.44677734375
48debbfd63725a743978555bf44cfc9a,0.003623956397964184,0.00182946052549762,0.005418452270430748,0.86492919921875
504e8dbdccd8beea7e488037e176d2f0,0.004922731401679563,0.004698465017396026,0.0051469977859631005,0.76080322265625
51eb6c713070607db9cc180a886c1254,0.004980498784457892,0.0015866020505552237,0.008374395518360559,0.86334228515625
6bb14c1083ed44f5ac34b841f2070767,0.0026008535167149427,0.0029275411838552124,0.002274165849574673,0.78460693359375
6ee1f28244a72fcadad3ef3f3ebed150,0.007722089083556985,0.006106705019211378,0.009337473147902592,0.68475341796875
75221b7668e145b549415f1fb7067088,0.011631574343086848,0.012680021641400134,0.010583127044773561,0.534912109375
781b45d3eb625148248a78e10a40d8eb,0.011114089433831251,0.015380746190503728,0.006847432677158773,0.543212890625
7d4c3d9795570647657231d17e42d06f,0.005697261322706506,0.0038497132950621477,0.007544809350350863,0.7911376953125
83cbe72c4b5e9268ec89747d864c8515,0.008817174891821518,0.00496040618333498,0.012673943600308057,0.66314697265625
96762f5d7f7e93343f9daeef6b843610,0.007836052169269438,0.004656685202652293,0.011015419135886583,0.7371826171875
99efa2111f3be22d5fcb05674109534a,0.016519960388949692,0.005334971089451688,0.027704949688447694,0.60809326171875
9f703e578b4b36295b74572d48ff6382,0.0037683629480307086,0.004582760924846858,0.0029539649712145588,0.75579833984375
a5476137d0f2f930425b2c354eccabaf,0.004485776058261373,0.003329121386967575,0.00564243072955517,0.80133056640625
